ID	Carat Weight	Cut	Color	Clarity	Polish	Symmetry	Report	Price
1890	 2.09 	Very Good	H	VS2	EX	VG	GIA	22791.00
1891	 0.91 	Good	D	SI1	VG	G	GIA	4265.00
1892	 0.92 	Very Good	D	SI1	VG	VG	GIA	5209.00
1893	 1.01 	Very Good	F	SI1	EX	EX	GIA	5231.00
1894	 0.79 	Ideal	E	SI1	G	G	GIA	3171.00
1895	 1.83 	Ideal	G	VS2	EX	EX	GIA	19293.00
1896	 1.06 	Ideal	F	VVS1	VG	EX	GIA	10307.00
1897	 0.90 	Good	D	SI1	EX	EX	GIA	4362.00
1898	 1.00 	Good	D	VVS2	VG	EX	GIA	8949.00
1899	 0.76 	Ideal	D	SI1	EX	EX	GIA	3306.00
1900	 2.13 	Ideal	H	SI1	EX	EX	GIA	19969.00
1901	 2.03 	Ideal	F	VS2	EX	EX	GIA	27293.00
1902	 1.55 	Ideal	I	VS1	ID	ID	AGSL	10583.00
1903	 1.08 	Good	E	SI1	VG	VG	GIA	5575.00
1904	 0.79 	Very Good	F	SI1	G	VG	GIA	2878.00
1905	 1.06 	Very Good	G	SI1	EX	EX	GIA	5435.00
1906	 1.37 	Ideal	I	VS2	ID	ID	AGSL	7966.00
1907	 1.50 	Very Good	E	SI1	EX	EX	GIA	11194.00
1908	 2.00 	Good	G	VS2	VG	G	GIA	24376.00
1909	 1.46 	Very Good	D	IF	EX	VG	AGSL	25848.00
1910	 2.32 	Very Good	F	VS2	VG	G	GIA	32906.00
1911	 2.08 	Ideal	E	VS1	EX	EX	GIA	35771.00
1912	 0.76 	Very Good	G	VVS2	G	G	GIA	3394.00
1913	 1.05 	Very Good	H	SI1	VG	VG	GIA	5406.00
1914	 2.07 	Very Good	G	VS2	G	G	GIA	27305.00
1915	 1.28 	Ideal	G	VVS2	EX	EX	GIA	11996.00
1916	 1.01 	Ideal	H	SI1	VG	VG	GIA	4886.00
1917	 2.01 	Very Good	G	VS1	VG	G	GIA	25556.00
1918	 1.01 	Ideal	D	VVS2	VG	VG	GIA	10819.00
1919	 1.09 	Ideal	I	VS2	EX	EX	GIA	5421.00
1920	 0.80 	Very Good	G	SI1	G	VG	GIA	2885.00
1921	 1.01 	Ideal	E	VS2	VG	VG	GIA	6956.00
1922	 1.01 	Ideal	G	VS2	ID	ID	AGSL	6439.00
1923	 0.78 	Ideal	G	VS1	EX	EX	GIA	3736.00
1924	 2.61 	Ideal	I	SI1	EX	EX	GIA	22110.00
1925	 2.51 	Ideal	D	VS1	VG	VG	GIA	46395.00
1926	 1.05 	Very Good	I	VS2	VG	VG	GIA	4975.00
1927	 1.76 	Good	H	SI1	G	VG	GIA	12429.00
1928	 1.16 	Ideal	G	SI1	EX	EX	GIA	5908.00
1929	 2.39 	Ideal	H	VVS1	VG	VG	GIA	31857.00
1930	 1.05 	Ideal	H	SI1	EX	EX	GIA	4924.00
1931	 1.46 	Good	E	VS2	G	VG	GIA	11851.00
1932	 1.01 	Very Good	H	VVS1	EX	ID	AGSL	6733.00
1933	 1.54 	Ideal	G	VS1	ID	ID	AGSL	14462.00
1934	 1.51 	Very Good	F	SI1	VG	G	GIA	11164.00
1935	 1.18 	Ideal	I	SI1	VG	EX	GIA	5378.00
1936	 1.03 	Very Good	G	VS2	EX	EX	GIA	6931.00
1937	 0.83 	Ideal	H	VVS1	EX	EX	GIA	3846.00
1938	 1.39 	Very Good	I	VS2	G	G	GIA	7130.00
1939	 0.91 	Ideal	E	SI1	EX	EX	GIA	5458.00
1940	 1.24 	Ideal	I	SI1	EX	EX	GIA	6232.00
1941	 2.03 	Very Good	I	VS2	EX	EX	GIA	16685.00
1942	 1.12 	Ideal	E	VS1	EX	VG	GIA	9719.00
1943	 1.00 	Good	G	VS1	EX	EX	GIA	6187.00
1944	 1.51 	Good	F	VVS2	EX	EX	GIA	14654.00
1945	 1.20 	Ideal	I	VS2	G	VG	GIA	5514.00
1946	 2.00 	Very Good	D	VS2	VG	G	GIA	24578.00
1947	 1.01 	Very Good	H	SI1	EX	EX	GIA	5026.00
1948	 1.50 	Very Good	I	VS2	G	G	GIA	8827.00
1949	 0.79 	Ideal	D	SI1	EX	EX	GIA	3605.00
1950	 0.79 	Ideal	I	VS1	VG	VG	GIA	2846.00
1951	 0.92 	Very Good	H	SI1	G	G	GIA	3800.00
1952	 2.09 	Ideal	H	VS1	EX	VG	GIA	22315.00
1953	 1.08 	Very Good	H	SI1	VG	EX	GIA	5127.00
1954	 2.03 	Very Good	H	VS1	VG	G	GIA	19249.00
1955	 2.17 	Ideal	I	VS1	EX	EX	GIA	21482.00
1956	 1.19 	Good	G	SI1	G	G	GIA	4958.00
1957	 1.54 	Very Good	I	IF	VG	G	GIA	10937.00
1958	 1.05 	Ideal	F	VS2	VG	EX	GIA	7019.00
1959	 1.00 	Good	H	SI1	VG	VG	GIA	4574.00
1960	 2.51 	Ideal	H	VS2	VG	VG	GIA	28105.00
1961	 1.50 	Very Good	E	VVS1	VG	G	GIA	21690.00
1962	 0.76 	Ideal	H	VVS1	EX	VG	GIA	3363.00
1963	 0.84 	Very Good	F	VS2	VG	VG	GIA	3174.00
1964	 1.66 	Ideal	I	VS2	EX	EX	GIA	10795.00
1965	 0.83 	Ideal	D	SI1	EX	EX	GIA	3990.00
1966	 2.04 	Very Good	I	SI1	ID	ID	AGSL	17323.00
1967	 0.92 	Ideal	D	VS2	EX	EX	GIA	6734.00
1968	 1.59 	Very Good	F	VVS2	VG	VG	GIA	18406.00
1969	 1.02 	Very Good	G	VVS2	EX	G	GIA	7292.00
1970	 1.12 	Signature-Ideal	E	VS2	ID	ID	AGSL	9710.00
1971	 2.01 	Good	H	VS1	VG	VG	GIA	20157.00
1972	 2.01 	Very Good	D	VS1	VG	VG	GIA	40217.00
1973	 0.76 	Ideal	D	VS1	EX	EX	GIA	3746.00
1974	 1.09 	Very Good	F	VS2	EX	EX	GIA	6990.00
1975	 1.51 	Very Good	I	VS2	EX	EX	GIA	9297.00
1976	 1.50 	Very Good	F	SI1	EX	VG	GIA	10372.00
1977	 1.01 	Fair	I	VS1	VG	G	GIA	4263.00
1978	 0.76 	Very Good	G	VS2	EX	VG	GIA	2699.00
1979	 1.65 	Ideal	I	VS1	VG	EX	GIA	11472.00
1980	 0.77 	Ideal	H	VVS1	EX	VG	GIA	3638.00
1981	 0.91 	Very Good	F	SI1	EX	VG	GIA	4785.00
1982	 0.91 	Very Good	H	VVS2	EX	EX	GIA	4389.00
1983	 2.03 	Ideal	H	VS1	VG	VG	GIA	24768.00
1984	 1.08 	Very Good	I	SI1	EX	EX	GIA	4790.00
1985	 0.77 	Very Good	G	SI1	VG	VG	GIA	2915.00
1986	 1.48 	Good	G	IF	G	G	GIA	15164.00
1987	 2.01 	Ideal	H	VS1	VG	G	GIA	21204.00
1988	 0.80 	Very Good	F	SI1	VG	VG	GIA	3532.00
1989	 2.26 	Good	G	VS2	VG	VG	GIA	26847.00
1990	 1.00 	Very Good	F	SI1	EX	G	GIA	4908.00
1991	 1.09 	Signature-Ideal	I	VS1	EX	EX	GIA	6225.00
1992	 0.91 	Good	F	SI1	EX	VG	GIA	3893.00
1993	 2.13 	Ideal	G	VVS2	EX	EX	GIA	31390.00
1994	 1.12 	Good	G	SI1	EX	VG	GIA	5640.00
1995	 1.01 	Good	G	SI1	VG	G	GIA	4805.00
1996	 2.01 	Good	I	VS2	EX	EX	AGSL	15290.00
1997	 2.41 	Ideal	I	SI1	EX	EX	GIA	19515.00
1998	 1.04 	Very Good	D	IF	G	G	GIA	14206.00
1999	 0.91 	Ideal	D	SI1	ID	ID	AGSL	5142.00
2000	 2.28 	Very Good	F	VS1	VG	VG	GIA	37274.00
2001	 1.01 	Very Good	F	IF	EX	G	GIA	9873.00
2002	 2.00 	Good	F	SI1	EX	EX	GIA	18069.00
2003	 1.51 	Very Good	I	VS2	VG	VG	GIA	9058.00
2004	 1.33 	Good	G	VS1	VG	G	GIA	10096.00
2005	 0.78 	Ideal	D	VS2	EX	VG	GIA	3736.00
2006	 0.78 	Very Good	E	SI1	EX	EX	GIA	2565.00
2007	 1.01 	Good	E	VS2	VG	G	GIA	5829.00
2008	 1.38 	Ideal	H	SI1	VG	VG	GIA	7930.00
2009	 1.01 	Very Good	G	VVS2	VG	EX	GIA	8538.00
2010	 0.81 	Good	H	SI1	VG	VG	GIA	2534.00
2011	 1.11 	Signature-Ideal	G	VVS2	EX	EX	GIA	10266.00
2012	 1.01 	Very Good	F	SI1	VG	VG	GIA	5174.00
2013	 1.05 	Ideal	H	SI1	VG	VG	GIA	5095.00
2014	 2.01 	Ideal	H	VS2	EX	EX	GIA	21254.00
2015	 1.01 	Very Good	F	VVS2	VG	EX	GIA	7583.00
2016	 2.02 	Ideal	I	VS1	EX	EX	GIA	18324.00
2017	 0.90 	Very Good	D	SI1	EX	G	GIA	4405.00
2018	 1.60 	Ideal	I	VS1	EX	EX	GIA	11890.00
2019	 2.00 	Ideal	D	VS1	VG	VG	GIA	34689.00
2020	 1.13 	Ideal	D	VVS1	VG	EX	GIA	13335.00
2021	 2.33 	Very Good	I	SI1	VG	VG	GIA	18119.00
2022	 1.04 	Very Good	F	SI1	VG	G	AGSL	5490.00
2023	 1.03 	Ideal	E	VS1	ID	ID	AGSL	8385.00
2024	 1.20 	Ideal	G	VVS2	EX	EX	GIA	10812.00
2025	 1.20 	Very Good	I	SI1	VG	VG	GIA	5816.00
2026	 2.28 	Ideal	H	VVS1	EX	EX	GIA	25530.00
2027	 1.09 	Ideal	F	VVS2	VG	VG	GIA	9558.00
2028	 1.07 	Ideal	G	VVS2	ID	ID	AGSL	8145.00
2029	 2.20 	Very Good	G	VS1	EX	VG	GIA	32526.00
2030	 2.02 	Very Good	F	VS2	EX	VG	GIA	25815.00
2031	 2.01 	Very Good	F	VS2	EX	EX	GIA	28424.00
2032	 1.00 	Good	E	SI1	VG	G	GIA	4916.00
2033	 1.24 	Ideal	G	VVS1	EX	VG	GIA	10724.00
2034	 1.30 	Very Good	I	VS1	EX	VG	GIA	6819.00
2035	 2.02 	Very Good	I	VS2	EX	VG	GIA	16179.00
2036	 1.31 	Ideal	G	VVS1	EX	EX	GIA	13406.00
2037	 2.02 	Very Good	G	VS1	VG	EX	GIA	25190.00
2038	 1.24 	Very Good	G	VS2	G	G	GIA	8064.00
2039	 0.75 	Signature-Ideal	G	SI1	ID	ID	AGSL	3171.00
2040	 1.06 	Ideal	E	SI1	EX	EX	GIA	5798.00
2041	 1.56 	Ideal	E	VS2	EX	EX	GIA	14112.00
2042	 1.64 	Very Good	I	SI1	G	G	GIA	9144.00
2043	 1.74 	Very Good	G	VS2	VG	VG	GIA	15626.00
2044	 2.15 	Ideal	G	VVS2	ID	ID	AGSL	32374.00
2045	 2.04 	Very Good	G	SI1	VG	EX	GIA	19367.00
2046	 0.90 	Ideal	H	VS2	VG	VG	GIA	4403.00
2047	 2.51 	Ideal	H	SI1	VG	EX	GIA	25113.00
2048	 1.57 	Ideal	G	SI1	VG	VG	GIA	10621.00
2049	 1.00 	Fair	E	SI1	VG	G	GIA	4771.00
2050	 2.05 	Ideal	G	VS2	EX	EX	GIA	25544.00
2051	 1.51 	Very Good	D	SI1	VG	EX	GIA	12106.00
2052	 0.92 	Very Good	G	VVS2	VG	G	GIA	5183.00
2053	 1.19 	Signature-Ideal	D	SI1	EX	EX	GIA	9066.00
2054	 1.03 	Ideal	E	VVS2	EX	EX	GIA	10003.00
2055	 0.91 	Very Good	F	SI1	EX	VG	GIA	3991.00
2056	 2.03 	Ideal	E	VS2	EX	EX	GIA	30170.00
2057	 1.50 	Very Good	G	VS2	EX	VG	GIA	11392.00
2058	 1.51 	Ideal	I	VVS2	EX	EX	GIA	10821.00
2059	 0.90 	Very Good	D	SI1	G	VG	GIA	4518.00
2060	 0.92 	Signature-Ideal	I	SI1	EX	EX	GIA	4488.00
2061	 1.29 	Very Good	G	VS1	G	VG	GIA	9105.00
2062	 1.19 	Very Good	G	SI1	EX	VG	GIA	6127.00
2063	 2.13 	Very Good	I	SI1	EX	EX	AGSL	15965.00
2064	 1.52 	Ideal	G	VS2	ID	ID	AGSL	13809.00
2065	 0.90 	Good	E	SI1	VG	VG	GIA	3997.00
2066	 1.01 	Ideal	F	SI1	EX	EX	GIA	5932.00
2067	 1.75 	Ideal	I	VS2	ID	ID	AGSL	12531.00
2068	 1.20 	Very Good	G	SI1	EX	EX	GIA	7372.00
2069	 1.05 	Ideal	G	VVS2	VG	VG	GIA	8083.00
2070	 2.05 	Good	F	IF	G	G	GIA	41217.00
2071	 1.02 	Very Good	I	VS2	EX	EX	AGSL	4623.00
2072	 2.08 	Ideal	H	SI1	VG	VG	GIA	17469.00
2073	 0.76 	Ideal	D	VS2	VG	EX	GIA	3401.00
2074	 1.13 	Ideal	G	VVS1	VG	VG	GIA	10017.00
2075	 2.28 	Ideal	G	VVS2	VG	VG	GIA	33839.00
2076	 2.01 	Ideal	I	VVS2	EX	EX	GIA	22989.00
2077	 1.31 	Good	H	SI1	VG	VG	GIA	6793.00
2078	 1.14 	Ideal	D	IF	EX	EX	GIA	20452.00
2079	 2.15 	Very Good	H	VVS2	EX	EX	GIA	26580.00
2080	 1.00 	Fair	E	SI1	G	G	GIA	5212.00
2081	 0.91 	Ideal	I	VS1	EX	EX	GIA	3954.00
2082	 2.26 	Very Good	I	SI1	VG	EX	GIA	17845.00
2083	 0.90 	Good	E	SI1	G	G	GIA	3933.00
2084	 1.16 	Very Good	I	SI1	VG	VG	GIA	4586.00
2085	 0.91 	Very Good	F	SI1	VG	G	GIA	4437.00
2086	 1.56 	Ideal	H	SI1	VG	VG	GIA	10642.00
2087	 2.33 	Ideal	G	SI1	VG	VG	GIA	24894.00
2088	 1.51 	Very Good	F	VS2	VG	VG	GIA	13080.00
2089	 1.00 	Good	D	SI1	VG	VG	GIA	5727.00
2090	 0.75 	Ideal	E	VS1	VG	VG	GIA	3535.00
2091	 2.07 	Ideal	H	SI1	VG	VG	GIA	18311.00
2092	 1.12 	Signature-Ideal	H	VS1	ID	ID	AGSL	7788.00
2093	 2.08 	Very Good	H	VS2	EX	VG	GIA	20265.00
2094	 2.12 	Ideal	I	SI1	EX	EX	GIA	15364.00
2095	 1.31 	Signature-Ideal	G	VVS2	ID	ID	AGSL	13168.00
2096	 1.01 	Very Good	H	VS2	EX	VG	AGSL	5319.00
2097	 1.26 	Ideal	I	VVS1	EX	VG	GIA	7578.00
2098	 1.70 	Ideal	H	VS2	EX	EX	GIA	13848.00
2099	 0.90 	Good	E	VS2	VG	VG	GIA	4182.00
2100	 1.30 	Very Good	F	VS2	VG	VG	GIA	10298.00
2101	 1.51 	Good	H	SI1	EX	EX	GIA	10277.00
2102	 0.82 	Very Good	G	SI1	G	VG	GIA	3032.00
2103	 1.06 	Ideal	F	VS2	ID	ID	AGSL	7618.00
2104	 0.92 	Very Good	H	VS1	EX	VG	GIA	4188.00
2105	 1.06 	Ideal	H	VS2	VG	VG	GIA	5576.00
2106	 1.31 	Very Good	I	SI1	VG	G	GIA	6686.00
2107	 1.21 	Ideal	H	VVS1	ID	ID	AGSL	8286.00
2108	 1.01 	Good	F	VS2	EX	VG	GIA	6288.00
2109	 1.00 	Good	E	VS2	VG	VG	GIA	6315.00
2110	 2.07 	Ideal	I	VS2	EX	EX	GIA	17045.00
2111	 2.23 	Very Good	F	SI1	VG	VG	GIA	23837.00
2112	 0.91 	Very Good	G	SI1	G	VG	GIA	3959.00
2113	 2.54 	Very Good	F	VVS2	G	VG	GIA	50787.00
2114	 2.29 	Very Good	I	VS2	EX	EX	GIA	20914.00
2115	 2.11 	Very Good	I	VS2	VG	VG	GIA	16026.00
2116	 0.96 	Good	G	SI1	VG	VG	GIA	4234.00
2117	 1.50 	Good	E	VVS2	G	G	GIA	18034.00
2118	 1.01 	Ideal	D	SI1	VG	EX	GIA	5812.00
2119	 1.13 	Very Good	F	SI1	EX	EX	GIA	5017.00
2120	 0.92 	Very Good	E	SI1	G	VG	GIA	4232.00
2121	 2.17 	Ideal	G	SI1	VG	EX	GIA	20823.00
2122	 0.91 	Ideal	F	SI1	VG	EX	GIA	4267.00
2123	 0.90 	Very Good	E	VVS2	G	VG	GIA	5987.00
2124	 1.00 	Very Good	E	SI1	G	G	GIA	5413.00
2125	 1.01 	Very Good	D	SI1	EX	EX	GIA	6630.00
2126	 2.13 	Ideal	G	VS1	ID	ID	AGSL	29221.00
2127	 1.00 	Very Good	E	VS2	VG	G	GIA	6315.00
2128	 1.25 	Ideal	I	SI1	EX	EX	GIA	5821.00
2129	 1.03 	Very Good	H	VS2	VG	VG	GIA	5422.00
2130	 1.51 	Very Good	I	SI1	VG	VG	GIA	8813.00
2131	 0.90 	Very Good	G	SI1	EX	VG	GIA	3752.00
2132	 2.00 	Very Good	F	SI1	G	VG	GIA	19647.00
2133	 1.07 	Very Good	G	VS1	EX	EX	GIA	7168.00
2134	 1.04 	Very Good	I	SI1	VG	G	GIA	4175.00
2135	 0.90 	Very Good	G	VS2	G	G	GIA	4369.00
2136	 1.06 	Very Good	I	SI1	VG	EX	GIA	4507.00
2137	 2.00 	Good	H	SI1	VG	VG	GIA	17033.00
2138	 1.05 	Ideal	I	SI1	VG	VG	GIA	4494.00
2139	 0.87 	Very Good	F	VVS2	G	VG	GIA	4528.00
2140	 1.24 	Ideal	E	VVS1	EX	VG	GIA	14102.00
2141	 1.06 	Ideal	I	VS2	VG	VG	GIA	5013.00
2142	 1.03 	Ideal	F	IF	VG	VG	GIA	10615.00
2143	 2.49 	Very Good	G	VS1	VG	VG	GIA	36028.00
2144	 1.50 	Very Good	I	SI1	EX	VG	GIA	8127.00
2145	 2.10 	Ideal	F	SI1	VG	VG	GIA	19802.00
2146	 1.05 	Ideal	F	VVS2	ID	ID	AGSL	9908.00
2147	 2.05 	Ideal	G	VS1	EX	EX	GIA	27816.00
2148	 1.58 	Ideal	H	VVS1	VG	VG	GIA	14569.00
2149	 1.06 	Good	E	SI1	VG	EX	GIA	5924.00
2150	 1.00 	Very Good	F	SI1	EX	VG	GIA	5804.00
2151	 1.00 	Good	F	VS1	VG	G	GIA	6348.00
2152	 0.91 	Very Good	H	VS2	G	G	GIA	4193.00
2153	 2.01 	Very Good	E	SI1	G	VG	GIA	20399.00
2154	 0.82 	Ideal	E	SI1	VG	VG	GIA	3588.00
2155	 1.30 	Very Good	F	VS1	VG	VG	GIA	10810.00
2156	 1.76 	Ideal	E	VS1	ID	ID	AGSL	19593.00
2157	 1.15 	Very Good	G	SI1	VG	VG	GIA	5538.00
2158	 1.00 	Very Good	H	VS1	VG	G	GIA	5625.00
2159	 1.07 	Ideal	G	VVS2	EX	EX	GIA	9169.00
2160	 1.13 	Signature-Ideal	I	VS1	ID	ID	AGSL	6980.00
2161	 0.90 	Fair	I	VS1	VG	VG	GIA	3526.00
2162	 0.90 	Very Good	E	SI1	EX	VG	GIA	5387.00
2163	 2.28 	Very Good	H	VS2	EX	EX	GIA	22808.00
2164	 0.94 	Ideal	F	VS2	EX	EX	GIA	7120.00
2165	 1.00 	Good	D	SI1	G	G	GIA	5328.00
2166	 0.91 	Ideal	D	VS2	EX	EX	GIA	6444.00
2167	 2.18 	Ideal	G	VVS1	EX	EX	AGSL	34895.00
2168	 1.02 	Ideal	G	SI1	VG	VG	GIA	4988.00
2169	 1.63 	Very Good	G	VS2	VG	VG	GIA	13441.00
2170	 1.01 	Very Good	F	VVS2	VG	VG	GIA	9096.00
2171	 1.01 	Very Good	F	SI1	VG	VG	GIA	5436.00
2172	 0.83 	Very Good	E	VS1	VG	VG	GIA	4519.00
2173	 0.90 	Ideal	I	VS2	VG	VG	GIA	3629.00
2174	 1.21 	Signature-Ideal	I	SI1	ID	ID	AGSL	6688.00
2175	 1.54 	Very Good	G	VS1	VG	G	GIA	13284.00
2176	 1.01 	Very Good	D	VS2	G	G	GIA	6563.00
2177	 1.52 	Very Good	H	VS1	VG	G	GIA	10497.00
2178	 2.08 	Ideal	D	VS2	EX	EX	GIA	31542.00
2179	 1.50 	Very Good	G	VS2	VG	VG	GIA	13528.00
2180	 1.02 	Fair	E	SI1	VG	G	GIA	5681.00
2181	 1.50 	Very Good	D	VS2	EX	VG	GIA	13372.00
2182	 1.10 	Ideal	H	VS2	VG	VG	GIA	6387.00
2183	 2.02 	Very Good	H	VS2	G	VG	GIA	20444.00
2184	 1.55 	Ideal	F	VS1	EX	EX	GIA	17317.00
2185	 1.35 	Ideal	G	VVS2	EX	EX	GIA	13230.00
2186	 1.26 	Ideal	G	VS2	ID	ID	AGSL	9605.00
2187	 1.08 	Ideal	G	SI1	VG	VG	GIA	5462.00
2188	 1.53 	Very Good	E	VS1	VG	G	GIA	14931.00
2189	 0.80 	Ideal	E	VVS2	EX	EX	GIA	4747.00
2190	 1.28 	Ideal	G	VS2	VG	EX	GIA	9488.00
2191	 1.28 	Ideal	G	IF	EX	VG	GIA	11372.00
2192	 2.03 	Very Good	G	SI1	VG	VG	GIA	19926.00
2193	 1.26 	Signature-Ideal	F	VVS1	EX	EX	GIA	15247.00
2194	 1.43 	Ideal	H	VVS2	ID	ID	AGSL	10676.00
2195	 0.93 	Ideal	E	SI1	VG	G	GIA	4374.00
2196	 1.06 	Very Good	E	IF	VG	G	GIA	12642.00
2197	 2.73 	Very Good	G	VVS2	VG	VG	GIA	43163.00
2198	 1.10 	Ideal	G	VVS2	EX	EX	GIA	9856.00
2199	 1.32 	Very Good	H	SI1	VG	G	GIA	7270.00
2200	 1.30 	Fair	E	SI1	G	VG	AGSL	8040.00
2201	 1.03 	Ideal	G	VS2	VG	EX	GIA	7068.00
2202	 2.01 	Very Good	G	VS2	VG	EX	GIA	23015.00
2203	 2.16 	Ideal	I	SI1	EX	EX	GIA	18029.00
2204	 2.30 	Ideal	D	VVS2	VG	EX	GIA	54845.00
2205	 1.01 	Good	F	SI1	VG	VG	GIA	4866.00
2206	 1.11 	Very Good	G	VVS1	VG	VG	GIA	9117.00
2207	 1.03 	Ideal	E	SI1	EX	VG	GIA	5721.00
2208	 2.04 	Ideal	H	VS2	EX	EX	GIA	21094.00
2209	 2.03 	Ideal	H	VS1	EX	EX	GIA	21170.00
2210	 1.21 	Signature-Ideal	G	VS1	ID	ID	AGSL	10685.00
2211	 1.03 	Signature-Ideal	E	VVS2	EX	EX	GIA	11611.00
2212	 0.75 	Very Good	F	SI1	VG	EX	GIA	2693.00
2213	 0.90 	Good	I	VVS2	VG	VG	GIA	3718.00
2214	 1.10 	Ideal	G	VVS2	EX	EX	GIA	8832.00
2215	 0.90 	Very Good	H	VS2	VG	VG	GIA	3890.00
2216	 1.51 	Very Good	G	SI1	EX	EX	GIA	10576.00
2217	 2.02 	Very Good	E	VS1	VG	VG	GIA	31251.00
2218	 1.02 	Ideal	I	SI1	VG	VG	GIA	4229.00
2219	 0.77 	Ideal	G	VS2	EX	EX	GIA	3544.00
2220	 2.60 	Very Good	I	VS2	EX	VG	GIA	24230.00
2221	 1.03 	Ideal	G	VVS2	VG	EX	GIA	7894.00
2222	 2.10 	Ideal	G	VS2	EX	EX	AGSL	25488.00
2223	 0.90 	Ideal	H	SI1	ID	ID	AGSL	4198.00
2224	 2.15 	Very Good	F	SI1	G	VG	GIA	22570.00
2225	 1.23 	Ideal	G	VVS1	ID	ID	AGSL	10572.00
2226	 1.01 	Good	F	VVS2	VG	VG	GIA	7915.00
2227	 1.14 	Very Good	F	SI1	VG	G	GIA	5819.00
2228	 2.05 	Ideal	G	SI1	EX	EX	GIA	20668.00
2229	 1.54 	Very Good	G	VVS2	EX	EX	GIA	15225.00
2230	 0.90 	Very Good	H	VS2	VG	VG	GIA	4178.00
2231	 1.02 	Good	I	SI1	EX	VG	GIA	4105.00
2232	 1.04 	Ideal	H	VS2	EX	VG	GIA	5654.00
2233	 1.00 	Very Good	G	SI1	VG	VG	GIA	4991.00
2234	 1.34 	Ideal	E	VVS2	EX	EX	GIA	14593.00
2235	 1.01 	Very Good	E	VS2	VG	VG	GIA	7188.00
2236	 1.04 	Ideal	F	VVS2	VG	EX	GIA	9351.00
2237	 1.00 	Very Good	F	SI1	EX	VG	GIA	4826.00
2238	 2.13 	Ideal	H	SI1	ID	ID	AGSL	20041.00
2239	 2.08 	Good	G	VS1	EX	VG	GIA	25938.00
2240	 0.79 	Good	F	SI1	VG	G	GIA	2800.00
2241	 1.00 	Good	E	VS1	VG	G	GIA	7131.00
2242	 0.77 	Ideal	H	SI1	EX	EX	GIA	2781.00
2243	 0.91 	Very Good	G	VS2	G	VG	GIA	4392.00
2244	 2.01 	Very Good	E	VS1	VG	VG	GIA	32783.00
2245	 1.10 	Very Good	H	VS1	G	G	GIA	6091.00
2246	 1.72 	Ideal	G	VVS2	EX	EX	GIA	19693.00
2247	 2.08 	Very Good	G	VS2	EX	EX	AGSL	24345.00
2248	 1.06 	Very Good	G	VS2	VG	VG	GIA	7094.00
2249	 1.03 	Very Good	D	VVS2	VG	VG	GIA	10988.00
2250	 1.51 	Very Good	F	VS1	VG	VG	GIA	14976.00
2251	 1.22 	Very Good	I	VS1	G	EX	GIA	5966.00
2252	 1.70 	Fair	H	VS2	VG	EX	GIA	11038.00
2253	 1.04 	Ideal	E	SI1	EX	EX	GIA	6035.00
2254	 0.78 	Very Good	F	SI1	VG	VG	GIA	3045.00
2255	 0.77 	Signature-Ideal	I	SI1	EX	EX	GIA	2946.00
2256	 1.01 	Very Good	F	VS2	EX	EX	GIA	6649.00
2257	 1.00 	Very Good	D	VVS2	EX	VG	GIA	10477.00
2258	 0.86 	Very Good	E	VS2	EX	EX	GIA	4665.00
2259	 2.50 	Very Good	G	VVS2	EX	VG	GIA	34943.00
2260	 1.00 	Good	D	VVS2	G	G	GIA	8374.00
2261	 0.82 	Very Good	G	IF	ID	EX	AGSL	4844.00
2262	 2.19 	Very Good	E	VS2	EX	VG	GIA	31796.00
2263	 2.01 	Very Good	I	VS2	VG	VG	GIA	17570.00
2264	 0.91 	Signature-Ideal	D	VVS2	ID	ID	AGSL	9182.00
2265	 2.39 	Ideal	G	IF	EX	EX	GIA	38072.00
2266	 1.01 	Good	G	SI1	EX	EX	GIA	5277.00
2267	 1.00 	Very Good	G	VS2	G	G	GIA	6094.00
2268	 0.91 	Very Good	E	SI1	VG	G	GIA	4250.00
2269	 1.12 	Good	H	SI1	VG	G	GIA	5138.00
2270	 1.32 	Ideal	G	VVS1	EX	EX	GIA	12046.00
2271	 1.51 	Very Good	I	SI1	VG	VG	GIA	7996.00
2272	 2.28 	Ideal	I	VVS2	EX	VG	GIA	25098.00
2273	 1.28 	Ideal	E	VVS1	EX	EX	GIA	16269.00
2274	 1.26 	Very Good	G	VS2	VG	VG	GIA	8040.00
2275	 1.06 	Ideal	G	IF	ID	ID	AGSL	9302.00
2276	 2.00 	Good	H	SI1	G	G	GIA	17447.00
2277	 1.06 	Ideal	H	SI1	VG	VG	GIA	5020.00
2278	 1.50 	Ideal	I	SI1	VG	G	GIA	8291.00
2279	 0.86 	Very Good	G	SI1	VG	VG	GIA	3371.00
2280	 1.04 	Very Good	D	VVS2	EX	VG	GIA	11087.00
2281	 0.90 	Good	G	VVS2	EX	VG	GIA	4360.00
2282	 1.01 	Good	E	VS1	G	G	GIA	6509.00
2283	 1.27 	Ideal	H	VS2	ID	ID	AGSL	7937.00
2284	 1.11 	Ideal	G	IF	EX	EX	GIA	10053.00
2285	 1.50 	Fair	I	SI1	VG	VG	GIA	7912.00
2286	 2.05 	Ideal	H	VS1	VG	VG	GIA	22062.00
2287	 2.02 	Ideal	G	VS1	VG	G	GIA	26306.00
2288	 2.03 	Ideal	G	VVS1	EX	EX	GIA	34706.00
2289	 1.28 	Ideal	G	VVS1	ID	ID	AGSL	11164.00
